user_id,anime_id,rating
34,1818,9
34,1482,7
34,509,4
34,1133,5
35,64,7
36,298,9
36,288,6
36,1669,6
36,1668,5
36,59,8
36,1575,9
36,61,7
36,1535,9
36,1726,7
36,356,7
36,587,8
36,270,7
36,379,9
36,249,7
36,590,7
36,189,8
36,157,7
36,335,6
36,96,10
36,80,10
36,30,9
36,853,10
36,1482,8
36,120,9
36,486,9
36,48,8
36,1818,4
36,384,5
36,52,6
36,226,8
36,860,7
37,189,7
37,1735,7
37,1535,9
37,1157,10
37,120,8
37,121,9
37,20,5
37,1210,10
37,1569,8
37,853,8
37,1559,8
37,79,7
37,855,9
37,25,9
37,935,9
37,53,8
37,61,8
37,63,7
37,330,7
38,270,8
38,20,4
38,1735,8
40,918,10
40,20,10
40,1735,10
40,849,8
40,177,9
40,969,9
41,1575,6
41,790,7
41,245,6
41,185,8
41,19,8
41,721,9
41,114,7
41,849,8
41,861,7
41,66,8
41,57,8
41,1050,7
41,59,7
41,1535,10
41,226,7
41,120,8
41,121,9
41,1281,4
41,387,9
41,934,9
41,1889,9
41,253,8
41,516,8
41,250,6
41,467,9
41,801,9
41,97,7
41,1887,7
41,457,10
41,20,7
41,1735,8
41,30,10
41,1210,8
41,229,7
41,205,9
41,339,9
42,269,10
42,53,8
42,394,6
42,1535,9
42,1726,10
42,226,10
42,121,8
42,243,7
42,133,7
42,270,7
42,934,8
42,145,5
42,147,10
42,195,8
42,154,9
42,79,6
42,855,7
42,916,7
42,935,8
42,877,10
42,1050,4
42,59,7
42,1685,5
42,20,8
42,527,8
42,1816,7
43,1535,9
43,223,8
43,813,10
44,530,6
44,232,9
44,1575,7
44,1,9
44,1535,7
44,226,3
44,120,6
44,121,7
44,245,7
44,934,8
44,1889,8
44,145,8
44,33,8
44,1887,9
44,19,8
44,20,5
44,30,9
44,853,7
44,205,8
44,339,8
44,849,6
44,6,8
44,392,8
45,853,7
45,1535,9
45,918,10
45,30,9
45,269,7
45,120,6
45,1735,7
45,1,7
46,237,7
46,1735,7
46,57,8
46,889,7
46,269,8
46,1575,8
46,1535,10
46,226,9
46,356,6
46,121,8
46,384,7
46,395,7
46,33,8
46,147,4
46,30,9
46,1699,7
46,355,7
46,1559,7
46,849,9
47,1,10
47,889,9
47,1519,9
47,1536,8
47,59,8
47,223,7
47,345,9
47,1250,7
47,71,8
47,73,9
47,121,9
47,587,7
47,1530,8
47,33,9
47,189,7
47,330,8
47,20,10
47,1735,10
47,195,9
47,853,9
47,325,6
47,527,7
47,205,10
47,355,8
47,1559,9
47,79,7
47,390,7
47,6,10
47,1195,9
47,1840,8
47,269,9
47,249,8
48,121,10
48,1530,10
48,1735,10
48,45,10
48,101,9
48,1535,10
48,225,8
48,813,10
48,330,10
48,877,10
48,20,10
48,853,10
48,1482,6
49,1887,5
49,889,9
49,1519,9
49,1818,9
49,1575,8
49,1535,9
49,223,8
49,813,9
49,245,10
49,20,8
49,1735,8
49,205,8
49,269,7
50,1,9
50,205,7
50,232,10
50,1535,10
50,790,9
50,918,10
50,245,8
50,249,10
50,877,7
50,20,8
50,1735,10
50,721,9
51,269,9
51,20,5
51,527,6
51,481,8
51,68,7
51,1575,10
51,1535,10
51,120,7
51,853,9
51,530,7
51,249,6
51,482,8
51,121,6
52,339,10
52,306,7
52,101,8
52,66,8
52,1575,9
52,1535,9
52,121,10
52,240,8
52,387,10
52,1852,8
52,934,9
52,1889,9
52,488,8
52,1530,8
52,667,10
52,486,9
52,412,7
52,237,10
52,189,9
52,1887,10
52,20,7
52,30,9
52,1210,9
52,800,9
52,195,8
52,196,8
52,355,7
52,849,10
52,856,10
52,1195,10
52,1840,9
52,269,6
52,150,6
52,369,7
52,59,7
52,1818,7
52,490,7
52,379,5
52,1735,5
53,101,6
53,104,7
53,57,6
53,530,8
53,740,8
53,1239,7
53,996,9
53,889,9
53,1519,8
53,150,10
53,1575,6
53,1,10
53,1482,10
53,61,7
53,1535,9
53,226,3
53,356,8
53,120,8
53,122,6
53,121,8
53,123,8
53,1571,10
53,918,9
53,245,8
53,16,8
53,1142,8
53,270,8
53,934,10
53,185,9
53,18,8
53,186,7
53,249,10
53,228,9
53,1594,9
53,144,5
53,1530,5
53,145,7
53,469,7
53,1579,8
53,690,6
53,19,10
53,457,9
53,877,10
53,30,7
53,1210,6
53,195,2
53,196,2
53,853,10
53,322,7
53,325,3
53,527,5
53,210,10
53,1699,3
53,957,7
53,169,6
53,440,8
53,849,1
53,182,6
53,202,9
53,861,9
53,269,6
53,1726,5
53,133,1
53,20,5
54,813,9
54,356,7
54,1579,8
54,853,7
55,1735,9
55,53,7
55,394,7
55,1498,8
55,269,9
55,1536,8
55,1818,9
55,223,8
55,225,6
55,813,9
55,226,9
55,1250,9
55,356,8
55,71,9
55,270,8
55,257,6
55,469,7
55,20,8
55,1569,8
55,64,7
55,355,8
55,154,7
55,169,8
55,79,9
55,855,8
55,481,9
55,1195,8
55,1840,9
56,1818,9
56,223,8
56,813,8
56,226,8
56,486,9
56,467,8
56,1,9
57,210,10
57,873,8
57,48,8
57,306,8
57,857,10
57,66,10
57,59,8
57,60,7
57,1818,9
57,1575,10
57,1,9
57,61,7
57,1535,10
57,813,10
57,992,9
57,120,9
57,71,8
57,73,9
57,121,5
57,267,9
57,387,8
57,263,10
57,185,9
57,186,10
57,145,10
57,218,10
57,52,8
57,237,10
57,97,8
57,1088,9
57,273,7
57,98,7
57,96,8
57,93,8
57,323,9
57,20,8
57,30,7
57,195,8
57,196,7
57,853,9
57,165,9
57,1601,7
57,205,9
57,24,10
57,846,10
57,849,10
57,177,9
57,113,10
57,7,8
57,392,10
57,269,8
57,1524,9
57,334,9
57,1735,7
58,1,7
58,918,9
58,249,9
58,1535,10
58,356,7
58,120,9
58,1281,10
58,205,9
58,527,8
59,269,7
59,1,8
59,121,7
59,1535,2
61,334,7
61,230,7
61,269,10
61,59,10
61,60,10
61,289,7
61,1482,10
61,120,10
61,122,8
61,121,9
61,123,10
61,1571,8
61,509,9
61,1594,9
61,146,9
61,251,10
61,1810,9
61,877,10
61,853,10
61,326,10
61,907,10
61,24,8
61,100,10
61,553,10
61,132,7
61,249,10
61,1533,6
62,1292,8
62,1,10
62,270,9
62,33,9
62,467,10
62,323,8
62,114,9
62,205,9
62,6,9
62,481,6
63,889,7
63,1575,9
63,226,8
63,849,7
63,59,5
63,1535,5
63,384,6
64,1735,10
64,857,10
64,1498,10
64,68,9
64,889,8
64,1519,8
64,269,10
64,1536,10
64,60,10
64,1818,9
64,1482,9
64,1535,10
64,1726,10
64,1250,9
64,356,9
64,121,9
64,587,8
64,270,10
64,249,9
64,457,9
64,20,10
64,79,10
64,392,10
65,1,10
65,1535,8
65,918,10
65,30,9
65,205,10
66,1735,9
66,1498,8
66,59,7
66,1482,9
66,1535,9
66,223,8
66,225,8
66,813,8
66,120,8
66,121,7
66,850,7
66,132,7
66,243,7
66,270,9
66,1604,10
66,149,7
66,20,7
66,853,8
66,326,8
66,907,6
66,1532,7
66,687,7
66,508,7
66,553,7
66,481,7
66,482,7
66,392,8
67,813,9
67,527,9
67,269,9
67,59,10
67,1575,10
67,1535,10
67,223,9
67,226,8
67,384,8
67,395,9
67,133,8
67,270,9
67,185,8
67,18,7
67,186,8
67,20,10
67,1735,8
67,30,9
67,154,9
67,1195,10
67,1840,10
68,57,10
68,68,10
68,269,10
68,60,10
68,1575,9
68,120,10
68,73,10
68,257,10
68,228,10
68,1579,10
68,97,10
68,189,10
68,1887,9
68,76,10
68,341,10
68,22,10
68,50,10
68,101,10
68,232,9
68,831,10
68,1194,10
68,918,10
68,1860,10
68,1735,10
68,303,10
68,880,10
68,356,8
68,1604,10
70,1535,9
70,30,10
70,527,5
72,226,8
72,1250,10
72,71,9
72,1281,10
72,427,10
72,33,10
72,877,10
72,1212,9
72,322,10
72,64,10
72,154,10
72,534,10
72,1195,10
72,1840,10
73,306,7
73,857,6
73,68,7
73,889,8
73,1519,8
73,1536,6
73,59,10
73,60,7
73,1818,6
73,1575,10
73,1,9
73,63,6
73,1535,10
73,226,8
73,1250,6
73,790,9
73,356,8
73,71,10
73,73,10
73,72,8
73,121,8
73,384,8
73,395,8
73,240,8
73,1571,7
73,918,10
73,245,10
73,16,8
73,1142,8
73,934,10
73,1889,10
73,185,8
73,953,8
73,1530,8
73,146,6
73,237,10
73,193,5
73,98,7
73,330,6
73,457,7
73,1210,10
73,196,6
73,329,8
73,64,8
73,65,7
73,205,9
73,24,10
73,846,10
73,355,7
73,1559,9
73,1727,6
73,79,5
73,836,5
73,1965,8
73,25,9
73,849,9
73,174,5
73,1195,7
73,1840,7
74,1535,9
74,355,5
74,849,9
75,288,7
75,1669,7
75,1668,7
75,57,8
75,1535,9
75,226,7
75,121,7
75,245,9
75,16,10
75,1142,10
75,387,9
75,263,9
75,33,10
75,1887,9
75,19,10
75,20,5
75,1735,7
75,527,9
75,849,8
77,1575,10
77,1,7
77,1535,10
77,790,7
77,19,10
77,877,10
77,30,7
77,322,10
77,339,10
77,202,9
77,16,6
77,440,6
78,269,10
78,1735,10
78,57,8
78,68,9
78,889,9
78,59,9
78,1818,10
78,61,9
78,1535,10
78,15,9
78,120,10
78,71,9
78,122,10
78,121,9
78,123,10
78,74,9
78,132,9
78,136,9
78,249,10
78,412,8
78,1887,8
78,435,9
78,521,9
78,93,9
78,20,10
78,1569,9
78,853,8
78,527,10
78,1699,9
78,64,8
78,45,10
78,166,7
78,24,8
78,355,9
78,154,9
78,170,9
78,534,8
78,75,8
78,478,8
78,849,9
78,174,9
78,22,10
78,969,9
78,479,9
78,28,9
78,392,9
78,1195,9
78,263,8
80,1,8
80,145,7
80,1292,7
80,857,8
80,237,8
80,20,9
80,205,9
80,849,8
80,1735,8
80,384,7
81,530,6
81,1575,8
81,223,6
81,226,7
81,71,6
81,73,6
81,72,8
81,918,8
81,249,6
81,98,7
81,20,8
81,1564,8
81,849,7
81,481,7
81,269,8
82,1535,8
82,226,7
82,120,8
82,323,7
82,30,7
82,853,8
83,530,8
83,269,9
83,1575,9
83,1535,7
83,15,8
83,121,9
83,918,9
83,245,9
83,136,8
83,185,10
83,18,9
83,186,9
83,1604,9
83,33,9
83,20,9
83,1735,8
83,30,9
83,45,8
83,205,9
83,1559,7
83,1195,7
83,1840,7
83,1482,6
84,857,9
84,230,8
84,1535,8
84,223,8
84,813,8
84,226,9
84,263,9
84,249,6
84,20,5
84,107,9
84,527,7
84,45,9
84,166,8
84,355,10
84,154,8
84,696,9
84,269,7
84,58,9
84,121,8
84,135,8
84,400,8
84,22,8
84,392,8
84,48,8
84,1536,8
84,1,8
84,1482,8
84,61,8
84,225,7
84,270,8
84,467,8
84,19,8
84,205,8
84,419,8
84,1133,9
84,6,8
84,202,8
85,477,8
85,962,9
85,1690,9
85,1575,7
85,1,9
85,1535,7
85,552,7
85,1313,7
85,813,7
85,226,5
85,790,7
85,1571,8
85,387,9
85,934,6
85,136,8
85,1606,8
85,486,8
85,467,9
85,801,8
85,19,9
85,457,10
85,30,8
85,1210,9
85,584,8
85,205,7
85,339,6
85,26,7
85,202,8
85,889,5
88,269,9
88,1735,9
88,1575,10
88,1535,10
88,225,6
88,813,8
88,226,8
88,790,9
88,356,9
88,121,9
88,245,10
88,136,9
88,1604,8
88,20,8
89,1292,7
89,1498,6
89,889,9
89,1519,9
89,1575,7
89,1,10
89,1535,8
89,1726,6
89,121,8
89,239,8
89,379,8
89,934,9
89,1889,8
89,33,9
89,467,9
89,801,9
89,279,7
89,323,10
89,30,8
89,1210,8
89,165,8
89,400,9
89,1827,7
89,339,8
89,6,8
89,180,7
89,269,5
89,19,7
89,567,7
90,1,10
90,66,10
90,530,5
90,889,10
90,1519,10
90,59,4
90,60,5
90,1575,8
90,120,7
90,121,7
90,918,10
90,242,9
90,1852,9
90,141,7
90,145,8
90,1604,7
90,97,8
90,149,6
90,1887,6
90,1412,10
90,276,8
90,277,8
90,157,6
90,1546,8
90,30,10
90,853,7
90,490,7
90,326,5
90,165,7
90,64,9
90,65,9
90,154,6
90,855,7
90,849,7
90,177,7
90,969,8
90,861,9
90,269,6
91,1735,9
91,1535,10
91,223,5
91,907,8
91,170,8
91,269,5
91,813,7
91,918,5
91,249,9
91,516,6
91,20,6
91,210,5
93,101,7
93,1535,9
93,226,8
93,1530,8
93,147,8
93,20,8
93,1735,8
93,24,8
93,846,8
93,154,8
93,849,7
94,33,10
94,889,8
94,1519,8
94,369,8
94,1,9
94,1535,10
94,223,10
94,225,10
94,813,10
94,226,9
94,790,10
94,384,9
94,395,9
94,240,10
94,270,9
94,228,9
94,1594,9
94,467,10
94,1887,8
94,323,5
94,30,10
94,1210,9
94,339,10
94,789,7
94,861,9
95,1498,10
95,59,9
95,1210,10
97,1575,8
97,1535,10
97,226,4
97,20,8
97,79,7
97,1735,8
99,1735,10
99,20,10
101,45,10
101,53,7
101,269,7
101,59,9
101,1482,10
101,1535,10
101,356,9
101,122,10
101,123,8
101,603,7
101,74,10
101,1974,10
101,135,10
101,249,10
101,1530,9
101,469,9
101,1887,9
101,877,10
101,853,10
101,322,10
101,907,9
101,170,10
101,849,10
101,150,8
101,120,8
101,390,8
101,1554,8
101,384,8
101,339,8
102,1535,8
102,121,7
102,20,5
102,30,9
102,853,8
102,721,8
102,849,8
103,59,8
103,1535,9
103,226,9
103,149,9
103,853,8
103,326,10
103,907,8
105,1482,9
105,427,6
105,469,9
105,249,5
105,50,7
105,1570,7
107,1575,10
107,1535,9
107,71,6
107,121,8
107,270,7
107,30,9
108,48,7
108,1292,8
108,1,10
108,1535,8
108,1726,7
108,552,7
108,1313,6
108,223,7
108,225,5
108,121,8
108,384,7
108,270,7
108,467,10
108,801,10
108,205,9
108,339,7
108,849,8
108,6,10
108,269,7
108,918,10
108,457,9
110,53,10
110,394,9
110,57,10
110,889,9
110,345,10
110,71,10
110,73,9
110,72,9
110,587,10
110,1604,10
110,237,10
110,189,9
110,20,10
110,1210,8
110,195,9
110,853,10
110,355,8
110,390,10
110,849,8
110,1195,9
111,1292,7
111,101,6
111,889,9
111,1818,7
111,1535,10
111,813,8
111,226,9
111,121,9
111,918,8
111,287,8
111,245,10
111,263,10
111,270,10
111,145,7
111,853,8
111,205,10
111,1827,7
111,154,8
111,1559,9
111,849,7
111,22,6
111,6,9
111,1195,3
112,1292,7
112,1,10
112,1535,7
112,1726,4
112,226,6
112,384,6
112,395,5
112,33,8
112,1887,6
112,20,6
112,1735,5
112,30,9
112,339,10
112,169,3
112,481,6
113,1498,8
113,68,8
113,1575,10
113,120,7
113,239,8
113,1699,8
113,45,10
117,269,8
117,1536,7
117,1818,6
117,1482,7
117,1535,8
117,223,8
117,813,9
117,185,8
117,249,7
117,1604,8
117,20,8
117,1735,7
117,210,7
117,355,7
117,1559,8
117,849,7
117,1195,8
117,1840,8
117,263,7
117,934,6
117,22,6
117,392,8
117,225,3
117,121,7
117,918,5
118,1194,6
118,223,7
118,20,8
119,59,7
119,1535,10
119,226,8
119,918,10
119,243,6
119,249,10
119,228,8
119,1594,10
119,853,9
119,527,9
120,232,9
120,356,10
120,856,10
121,918,7
121,889,7
121,1519,7
121,1535,9
121,223,7
121,813,7
121,133,4
121,263,10
121,185,9
121,18,9
121,186,9
121,33,8
121,20,7
121,1735,6
121,154,8
121,1195,6
121,121,8
122,1535,8
122,245,8
122,849,9
123,1604,8
123,486,8
123,586,8
123,57,9
123,1498,6
123,889,10
123,1519,10
123,150,8
123,1690,8
123,1575,9
123,1535,8
123,790,8
123,121,8
123,1251,8
123,239,7
123,1571,8
123,243,6
123,1230,7
123,228,7
123,145,8
123,1606,8
123,237,8
123,251,8
123,97,7
123,330,7
123,19,10
123,457,9
123,30,8
123,1210,9
123,853,8
123,322,7
123,326,7
123,957,9
123,166,8
123,205,8
123,173,7
123,22,7
123,338,7
123,935,8
123,156,6
123,861,8
123,553,5
123,1013,8
123,1735,7
123,479,6
123,269,5
123,1482,5
123,850,5
123,395,6
123,158,7
123,335,5
123,877,7
123,1243,4
123,161,5
123,1538,6
123,165,4
123,1699,5
123,1508,4
123,1557,6
124,1735,10
124,61,7
124,1535,10
124,223,8
124,225,8
124,813,10
124,120,7
124,121,10
124,1604,8
124,1138,7
124,20,8
124,853,8
124,1195,8
124,1840,8
125,1575,10
125,1,10
125,1535,9
125,226,8
125,245,10
125,457,9
125,205,10
126,1575,9
126,1,9
126,1535,10
126,1281,7
126,634,9
126,1887,7
126,1735,7
126,30,8
126,849,8
126,1195,9
126,1840,6
126,269,6
127,269,10
127,1575,9
127,1535,8
127,813,10
127,918,10
127,245,10
127,1210,10
127,114,9
127,24,10
127,846,8
127,1195,7
127,263,8
127,19,9
127,170,9
127,849,7
128,1498,8
128,223,9
128,15,9
128,206,7
128,877,9
128,1735,8
128,230,8
128,66,9
128,67,8
128,68,10
128,889,8
128,232,9
128,59,7
128,1818,8
128,1575,8
128,1,9
128,292,8
128,1535,8
128,120,7
128,71,7
128,73,8
128,72,8
128,121,8
128,271,7
128,383,8
128,653,9
128,655,8
128,652,8
128,240,9
128,385,6
128,918,10
128,245,9
128,133,6
128,267,10
128,263,9
128,1592,7
128,270,7
128,135,9
128,136,9
128,185,7
128,18,8
128,186,7
128,1606,9
128,33,9
128,147,8
128,486,9
128,412,6
128,467,7
128,97,7
128,189,8
128,1887,7
128,98,8
128,99,8
128,330,7
128,94,7
128,1210,9
128,195,8
128,196,8
128,525,7
128,329,9
128,417,7
128,64,8
128,65,8
128,114,8
128,166,8
128,205,9
128,24,9
128,846,9
128,167,8
128,154,9
128,1559,8
128,79,7
128,170,9
128,198,8
128,849,10
128,174,7
128,22,9
128,472,8
128,6,8
128,177,7
128,354,7
128,28,10
128,48,5
128,50,7
128,1519,7
128,269,7
128,122,7
128,618,6
128,1591,8
128,479,7
128,57,6
128,60,6
128,20,6
128,392,8
129,918,9
129,57,7
129,269,8
129,1575,9
129,1,10
129,226,9
129,790,10
129,356,8
129,121,10
129,270,10
129,185,7
129,186,8
129,144,8
129,1530,9
129,237,10
129,1887,8
129,457,10
129,20,8
129,30,10
129,45,10
129,166,10
129,849,7
129,6,9
129,180,7
129,181,8
129,392,10
129,18,7
129,202,6
130,1629,10
131,1292,5
131,857,7
131,57,7
131,889,8
131,1519,7
131,269,6
131,1575,9
131,1535,5
131,1726,5
131,790,9
131,121,8
131,239,7
131,245,9
131,270,8
131,145,7
131,486,9
131,467,8
131,801,8
131,1887,7
131,19,7
131,20,7
131,1210,7
131,205,6
131,6,7
131,66,8
131,339,7
133,857,9
133,1498,9
133,150,10
133,1536,7
133,812,10
133,60,9
133,296,8
133,226,9
133,1250,8
133,356,7
133,270,10
133,185,8
133,489,8
133,845,6
133,237,7
133,251,8
133,98,5
133,1137,1
133,853,9
133,322,10
133,168,7
133,1108,8
133,100,9
133,478,7
133,687,5
133,175,7
133,1607,5
133,935,10
133,269,7
133,15,10
134,1575,8
134,1,7
134,1535,9
134,223,7
134,225,5
134,813,6
134,121,7
134,20,7
134,1735,6
134,205,7
134,170,7
135,889,7
135,1519,6
135,1575,7
135,1535,6
135,226,2
