user_id,anime_id,watching_status,watched_episodes
6,1735,6,0
6,1210,6,0
6,853,6,0
6,329,6,0
6,721,6,0
6,1699,6,0
6,573,6,0
6,205,6,0
6,167,6,0
6,1827,6,0
6,339,6,0
6,440,6,0
6,879,6,0
6,152,6,0
6,198,6,0
6,855,6,0
6,1532,6,0
6,173,6,0
6,182,6,0
6,567,6,0
6,687,6,0
6,6,6,0
6,177,6,0
6,856,6,0
6,7,6,0
6,202,6,0
6,861,6,0
7,226,2,13
7,1195,2,13
7,1840,2,12
7,245,3,0
7,1210,3,0
7,145,4,1
7,355,4,6
7,587,6,0
7,934,6,0
7,249,6,0
7,1530,6,0
7,1087,6,0
7,147,6,0
7,237,6,0
7,1453,6,0
7,877,6,0
7,322,6,0
7,329,6,0
7,849,6,0
8,226,2,13
8,877,2,47
8,30,2,26
8,1,3,6
8,1535,3,27
8,121,3,4
8,270,3,2
8,889,6,0
8,934,6,5
8,1889,6,0
8,147,6,0
10,232,2,70
10,934,2,26
10,1889,2,24
10,228,2,26
10,52,6,0
11,857,2,25
11,57,2,26
11,1575,2,25
11,1482,2,103
11,1535,2,37
11,552,2,54
11,1313,2,50
11,263,2,75
11,1887,2,24
11,853,2,26
11,527,2,276
11,24,2,26
11,846,2,26
11,154,2,64
11,1559,2,50
11,68,3,1
11,269,3,233
11,1818,3,6
11,15,3,105
11,918,3,3
11,237,3,1
11,20,3,67
11,25,3,1
11,481,3,91
11,1050,4,20
11,874,4,25
11,813,4,225
11,1281,4,2
11,1509,4,1
11,165,4,1
11,159,6,0
11,60,6,0
11,356,6,0
11,384,6,0
11,129,6,0
11,973,6,0
11,246,6,0
11,1604,6,0
11,1707,6,0
11,250,6,0
11,738,6,0
11,45,6,0
11,22,6,0
11,479,6,0
11,202,6,0
11,392,6,0
12,857,1,22
12,1482,1,0
12,411,1,0
12,157,1,0
12,355,1,2
12,1559,1,0
12,177,1,0
12,935,1,1
12,1840,1,0
12,873,2,26
12,48,2,26
12,1575,2,25
12,552,2,54
12,1313,2,50
12,223,2,153
12,813,2,291
12,356,2,24
12,121,2,51
12,237,2,50
12,20,2,220
12,1735,2,500
12,1195,2,13
12,1224,6,0
12,477,6,0
12,962,6,0
12,150,6,0
12,58,6,0
12,998,6,0
12,1818,6,0
12,294,6,0
12,295,6,0
12,226,6,0
12,15,6,0
12,74,6,0
12,782,6,0
12,240,6,0
12,132,6,0
12,918,6,0
12,134,6,0
12,1570,6,0
12,270,6,0
12,379,6,0
12,910,6,0
12,1988,6,0
12,136,6,0
12,953,6,0
12,1604,6,0
12,274,6,0
12,251,6,0
12,97,6,0
12,1138,6,0
12,457,6,0
12,853,6,0
12,161,6,0
12,325,6,0
12,165,6,0
12,64,6,0
12,205,6,0
12,79,6,0
12,1836,6,0
12,75,6,0
12,478,6,0
12,849,6,0
12,696,6,0
12,6,6,0
12,1744,6,0
12,202,6,0
13,150,2,50
13,1575,2,25
13,120,2,26
13,1530,2,24
13,486,2,13
13,237,2,50
13,1810,2,12
13,1887,2,24
13,330,2,13
13,30,2,26
13,1210,2,24
13,1569,2,12
13,849,2,14
13,861,2,24
13,251,3,14
13,857,4,0
13,1,6,0
13,1535,6,0
13,143,6,0
13,457,6,0
13,877,6,0
13,173,6,0
14,889,2,12
14,1519,2,12
14,1575,2,25
14,1,2,13
14,1482,2,103
14,1535,2,37
14,1726,2,12
14,226,2,13
14,121,2,51
14,270,2,13
14,33,2,25
14,250,2,150
14,30,2,26
14,205,4,4
14,67,6,0
14,1818,6,0
14,967,6,0
14,849,6,0
14,6,6,0
15,223,2,153
15,225,2,64
15,813,2,291
15,356,2,24
15,72,2,12
15,527,2,276
15,1564,2,192
15,1559,2,50
15,341,2,25
15,482,2,180
15,392,2,112
16,150,1,3
16,1250,1,15
16,241,1,1
16,1606,1,3
16,97,1,2
16,193,1,3
16,167,1,18
16,174,1,15
16,1293,1,3
16,1195,1,6
16,857,2,25
16,68,2,23
16,1536,2,26
16,232,2,70
16,356,2,24
16,1157,2,25
16,71,2,24
16,74,2,26
16,132,2,49
16,133,2,12
16,249,2,167
16,516,2,358
16,1579,2,25
16,237,2,50
16,251,2,78
16,189,2,24
16,576,2,13
16,276,2,12
16,738,2,102
16,1722,2,26
16,20,2,220
16,195,2,12
16,1538,2,24
16,209,2,26
16,210,2,161
16,238,2,42
16,1699,2,24
16,45,2,94
16,957,2,39
16,24,2,26
16,846,2,26
16,1557,2,26
16,170,2,101
16,152,2,24
16,177,2,26
16,969,2,26
16,479,2,51
16,861,2,24
16,28,2,69
16,392,2,112
16,1604,3,104
16,50,6,0
16,889,6,0
16,59,6,0
16,60,6,0
16,1818,6,0
16,134,6,0
16,257,6,0
16,160,6,0
16,940,6,0
16,228,6,0
16,330,6,0
16,457,6,0
16,64,6,0
16,1559,6,0
16,1965,6,0
16,198,6,0
16,856,6,0
17,857,2,25
17,269,2,366
17,1050,2,76
17,59,2,26
17,1818,2,26
17,1575,2,25
17,1482,2,103
17,1535,2,37
17,1726,2,12
17,226,2,13
17,356,2,24
17,120,2,26
17,71,2,24
17,121,2,51
17,850,2,13
17,384,2,13
17,395,2,13
17,918,2,201
17,241,2,11
17,487,2,13
17,245,2,43
17,133,2,12
17,587,2,6
17,270,2,13
17,934,2,26
17,1889,2,24
17,257,2,13
17,143,2,12
17,1604,2,203
17,237,2,50
17,251,2,78
17,1887,2,24
17,877,2,47
17,20,2,220
17,1735,2,500
17,1243,2,24
17,853,2,26
17,527,2,276
17,1564,2,192
17,1565,2,191
17,165,2,26
17,64,2,12
17,65,2,12
17,355,2,24
17,154,2,64
17,169,2,12
17,789,2,6
17,79,2,24
17,849,2,14
17,26,2,22
17,916,2,13
17,479,2,51
17,935,2,24
17,202,2,26
17,1195,2,13
17,1840,2,12
17,246,3,2
17,1690,4,1
17,790,4,13
17,267,4,10
17,323,4,11
17,272,4,11
17,25,4,2
17,878,4,1
17,57,6,0
17,1250,6,0
17,73,6,0
17,193,6,0
17,76,6,0
17,77,6,0
17,30,6,0
17,24,6,0
17,846,6,0
17,177,6,0
17,969,6,0
17,861,6,0
18,996,1,1
18,384,1,2
18,132,1,7
18,157,1,1
18,94,1,15
18,877,1,3
18,853,1,1
18,177,1,3
18,530,2,46
18,1535,2,37
18,813,2,291
18,121,2,51
18,145,2,26
18,435,2,20
18,93,2,50
18,392,2,112
18,1142,3,0
18,1210,3,0
18,1,6,26
18,1571,6,25
19,1292,2,5
19,586,2,11
19,66,2,26
19,1818,2,26
19,1575,2,25
19,1,2,26
19,226,2,13
19,790,2,23
19,71,2,24
19,73,2,13
19,72,2,12
19,384,2,13
19,395,2,13
19,245,2,43
19,587,2,6
19,934,2,26
19,1889,2,24
19,160,2,13
19,253,2,26
19,1530,2,24
19,33,2,25
19,486,2,13
19,330,2,13
19,323,2,13
19,457,2,26
19,1210,2,24
19,195,2,12
19,326,2,4
19,166,2,26
19,205,2,26
19,1827,2,26
19,169,2,12
19,849,2,14
19,6,2,26
19,150,4,0
19,1678,4,0
19,1482,4,0
19,15,4,0
19,129,4,0
19,135,4,0
19,967,4,0
19,136,4,0
19,18,4,0
19,249,4,0
19,427,4,0
19,1604,4,0
19,1606,4,0
19,516,4,0
19,1486,4,0
19,251,4,0
19,690,4,0
19,1453,4,0
19,161,4,0
19,210,4,0
19,957,4,0
19,339,4,3
19,154,4,0
19,1559,4,0
19,440,4,0
19,22,4,0
19,28,4,0
19,387,6,1
19,467,6,0
19,801,6,0
19,329,6,0
20,1575,2,25
20,552,2,54
20,20,2,220
20,1735,2,500
20,1535,6,0
21,50,2,24
21,880,2,22
21,53,2,24
21,394,2,12
21,66,2,26
21,109,2,24
21,348,2,13
21,889,2,12
21,1519,2,12
21,232,2,70
21,1818,2,26
21,1575,2,25
21,61,2,26
21,1535,2,37
21,1726,2,12
21,226,2,13
21,356,2,24
21,1157,2,25
21,120,2,26
21,1281,2,20
21,1571,2,25
21,241,2,11
21,487,2,13
21,133,2,12
21,270,2,13
21,379,2,26
21,934,2,26
21,1889,2,24
21,257,2,13
21,940,2,26
21,228,2,26
21,1594,2,26
21,143,2,12
21,1530,2,24
21,469,2,24
21,667,2,12
21,274,2,24
21,52,2,26
21,412,2,12
21,189,2,24
21,193,2,24
21,576,2,13
21,157,2,26
21,76,2,13
21,77,2,13
21,98,2,26
21,99,2,26
21,860,2,12
21,335,2,26
21,330,2,13
21,624,2,12
21,323,2,13
21,1722,2,26
21,20,2,220
21,1546,2,26
21,30,2,26
21,1243,2,24
21,229,2,12
21,195,2,12
21,490,2,26
21,238,2,42
21,64,2,12
21,339,2,13
21,355,2,24
21,1559,2,50
21,169,2,12
21,1557,2,26
21,79,2,24
21,198,2,24
21,341,2,25
21,855,2,26
21,849,2,14
21,687,2,52
21,175,2,26
21,177,2,26
21,969,2,26
21,1607,2,12
21,861,2,24
21,481,2,224
21,1195,2,13
21,1840,2,12
21,48,4,4
21,269,4,69
21,1536,4,2
21,74,4,2
21,1852,4,0
21,147,4,3
21,158,4,1
21,1735,4,302
21,879,4,5
21,479,4,35
21,929,6,0
22,1,2,26
22,1251,2,39
22,218,2,26
22,1088,2,36
22,96,2,49
22,80,2,43
22,90,2,49
22,86,2,47
22,85,2,50
22,30,2,26
22,929,2,49
22,567,2,26
22,95,2,50
22,890,2,49
22,323,6,0
22,339,6,0
23,19,1,33
23,66,2,26
23,57,2,26
23,269,2,366
23,59,2,26
23,1818,2,26
23,1575,2,25
23,1,2,26
23,1535,2,37
23,287,2,24
23,263,2,75
23,135,2,75
23,185,2,26
23,186,2,13
23,33,2,25
23,1887,2,24
23,30,2,26
23,1538,2,24
23,45,2,94
23,1559,2,50
23,392,2,112
23,223,3,45
23,20,3,65
23,457,6,0
24,1533,2,51
24,740,2,43
25,1575,6,0
25,121,6,0
27,1735,1,387
27,1535,2,37
27,121,2,51
27,245,2,43
27,934,2,26
27,1889,2,24
27,863,2,12
27,276,2,12
27,277,2,14
27,20,2,35
27,154,2,64
27,390,2,26
27,967,3,3
27,1212,4,8
27,1195,4,3
27,232,6,0
27,384,6,0
27,395,6,0
27,634,6,0
27,467,6,0
27,30,6,0
28,918,1,37
28,1565,1,119
28,1050,2,76
28,1575,2,25
28,1535,2,37
28,223,2,153
28,225,2,64
28,813,2,291
28,226,2,13
28,242,2,13
28,860,2,12
28,20,2,220
28,527,2,276
28,1564,2,192
28,419,2,26
28,482,2,180
28,412,3,0
28,189,3,7
28,738,3,0
28,270,4,1
28,153,4,3
28,250,4,35
28,1735,4,23
28,1292,6,0
28,857,6,0
28,889,6,0
28,1519,6,0
28,269,6,0
28,60,6,0
28,61,6,0
28,1250,6,0
28,120,6,0
28,1571,6,0
28,133,6,0
28,135,6,0
28,845,6,0
28,237,6,0
28,877,6,0
28,853,6,0
28,355,6,0
28,154,6,0
28,79,6,0
28,861,6,0
28,392,6,0
28,1195,6,0
29,19,1,1
29,269,2,366
29,223,2,153
29,225,2,64
29,813,2,291
29,249,2,167
29,20,2,220
29,1735,2,500
29,849,2,14
29,392,2,112
29,22,3,1
30,857,2,25
30,109,2,24
30,1818,2,26
30,1575,2,25
30,1535,2,37
30,226,2,13
30,121,2,51
30,270,2,13
30,20,2,220
30,527,2,276
30,1564,2,192
30,1565,2,191
30,481,2,224
30,482,2,180
30,71,3,18
30,1735,3,423
31,1535,2,37
32,269,1,0
32,1575,1,1
32,918,1,4
32,934,1,0
32,33,1,1
32,30,1,10
32,620,1,1
32,228,2,26
32,20,2,220
32,530,3,5
32,1482,3,1
32,15,3,1
32,270,3,1
32,1735,3,0
32,1,6,0
32,226,6,0
32,249,6,0
32,1594,6,0
32,251,6,0
32,80,6,0
32,838,6,0
32,326,6,0
32,337,6,0
32,6,6,0
32,479,6,0
33,269,1,310
33,1735,1,425
33,1172,1,11
33,861,1,16
33,392,1,20
33,873,2,26
33,48,2,26
33,298,2,12
33,50,2,24
33,880,2,22
33,53,2,24
33,394,2,12
33,104,2,24
33,66,2,26
33,109,2,24
33,530,2,46
33,740,2,43
33,532,2,38
33,1239,2,39
33,150,2,50
33,232,2,70
33,59,2,26
33,60,2,24
33,1,2,26
33,63,2,12
33,356,2,24
33,120,2,26
33,71,2,24
33,72,2,12
33,121,2,51
33,456,2,26
33,249,2,167
33,143,2,12
33,1530,2,24
33,554,2,24
33,555,2,12
33,1887,2,24
33,193,2,24
33,157,2,26
33,76,2,13
33,77,2,13
33,98,2,26
33,99,2,26
33,158,2,13
33,20,2,220
33,1546,2,26
33,30,2,26
33,229,2,12
33,1569,2,12
33,853,2,26
33,45,2,94
33,561,2,25
33,24,2,26
33,846,2,26
33,355,2,24
33,440,2,39
33,534,2,26
33,855,2,26
33,390,2,26
33,849,2,14
33,1372,2,47
33,174,2,24
33,178,2,26
33,1607,2,12
33,202,2,26
33,1195,2,13
33,303,3,4
33,1810,3,4
33,101,6,0
33,477,6,0
33,962,6,0
33,68,6,0
33,1536,6,0
33,1818,6,0
33,1575,6,0
33,1045,6,0
34,1735,1,207
34,390,1,2
34,53,2,24
34,104,2,24
34,67,2,24
34,68,2,23
34,269,2,366
34,232,2,70
34,60,2,24
34,1575,2,25
34,1535,2,37
34,120,2,26
34,71,2,24
34,73,2,13
34,72,2,12
34,122,2,52
34,121,2,51
34,243,2,13
34,587,2,6
34,270,2,13
34,136,2,62
34,249,2,167
34,228,2,26
34,1594,2,26
34,145,2,26
34,469,2,24
34,52,2,26
34,1579,2,25
34,189,2,24
34,149,2,12
34,335,2,26
34,330,2,13
34,457,2,26
34,877,2,47
34,20,2,220
34,30,2,26
34,1569,2,12
34,853,2,26
34,322,2,12
34,210,2,161
34,64,2,12
34,65,2,12
34,45,2,95
34,166,2,26
34,205,2,26
34,355,2,24
34,100,2,13
34,152,2,24
34,849,2,14
34,696,2,26
34,6,2,26
34,177,2,26
34,969,2,26
34,861,2,24
34,392,2,112
34,1195,2,13
34,1840,2,12
34,394,4,0
34,66,4,0
34,530,4,32
34,1818,4,0
34,1482,4,0
34,509,4,0
34,1133,4,0
34,687,4,9
34,1554,6,0
34,59,6,0
34,61,6,0
34,1726,6,0
34,345,6,0
34,226,6,0
34,356,6,0
34,850,6,13
34,918,6,0
34,16,6,0
34,379,6,0
34,1530,6,0
34,1604,6,0
34,1087,6,0
34,251,6,0
34,1810,6,0
34,334,6,0
34,195,6,0
34,325,6,0
34,907,6,0
34,1699,6,0
34,957,6,0
34,561,6,0
34,1727,6,0
34,1965,6,0
34,178,6,0
34,856,6,0
34,202,6,0
35,149,2,12
35,64,2,12
35,65,2,12
36,490,1,4
36,298,2,12
36,288,2,51
36,1669,2,51
36,1668,2,52
36,59,2,26
36,1575,2,25
36,61,2,26
36,1535,2,37
36,1726,2,12
36,356,2,24
36,587,2,6
36,270,2,13
36,379,2,26
36,249,2,167
36,590,2,12
36,189,2,24
36,157,2,26
36,335,2,26
36,96,2,49
36,80,2,43
36,30,2,26
36,853,2,26
36,1482,3,2
36,120,3,15
36,486,3,2
36,529,3,1
36,873,4,5
36,48,4,11
36,1818,4,3
36,384,4,3
36,1465,4,1
36,145,4,2
36,52,4,3
36,1559,4,1
36,306,6,0
36,66,6,0
36,226,6,1
36,387,6,0
36,934,6,0
36,860,6,1
36,19,6,0
36,584,6,0
36,355,6,0
37,189,1,6
37,1735,1,356
37,1535,2,37
37,1157,2,25
37,120,2,26
37,121,2,51
37,20,2,220
37,1210,2,24
37,1569,2,12
37,853,2,26
37,1559,2,50
37,79,2,24
37,855,2,26
37,25,2,24
37,935,2,24
37,53,3,0
37,269,3,61
37,61,3,8
37,63,3,1
37,71,3,13
37,330,3,7
37,527,3,35
37,849,3,1
37,587,6,0
37,577,6,0
38,269,2,366
38,59,2,26
38,1575,2,25
38,1535,2,37
38,226,2,13
38,356,2,24
38,270,2,13
38,1694,2,26
38,228,2,26
38,1594,2,26
38,33,2,25
38,20,2,220
38,1735,2,500
38,30,2,26
38,75,2,25
38,1195,2,13
38,1840,2,12
38,1887,4,1
39,269,2,366
39,1195,2,13
39,1840,2,12
40,1372,1,21
40,918,2,201
40,20,2,220
40,1735,2,500
40,849,2,14
40,177,2,26
40,969,2,26
40,457,6,0
40,1210,6,0
40,24,6,0
41,269,1,1
41,1575,1,4
41,790,1,2
41,356,1,1
41,245,1,2
41,185,1,10
41,19,1,8
41,350,1,1
41,721,1,2
41,114,1,2
41,170,1,1
41,849,1,3
41,861,1,2
41,66,2,26
41,57,2,26
41,1050,2,76
41,59,2,26
41,1,2,26
41,1535,2,37
41,226,2,13
41,120,2,26
41,121,2,51
41,1281,2,19
41,387,2,13
41,934,2,26
41,1889,2,24
41,253,2,26
41,516,2,358
41,250,2,150
41,467,2,26
41,801,2,26
41,97,2,26
41,1887,2,2
41,457,2,26
41,20,2,220
41,1735,2,500
41,30,2,26
41,1210,2,24
41,229,2,12
41,205,2,26
41,339,2,13
41,610,3,0
41,26,3,0
41,293,6,0
41,239,6,0
41,240,6,0
41,918,6,0
41,135,6,0
41,488,6,0
41,18,6,0
41,186,6,0
41,1025,6,0
41,486,6,0
41,237,6,0
41,1412,6,0
41,1425,6,0
41,323,6,0
41,800,6,0
41,1769,6,0
41,525,6,0
41,490,6,0
41,45,6,0
41,169,6,0
41,440,6,0
42,269,1,238
42,53,2,24
42,394,2,12
42,1535,2,37
42,1726,2,12
42,226,2,13
42,121,2,51
42,243,2,13
42,133,2,12
42,270,2,13
42,934,2,26
42,145,2,26
42,147,2,14
42,195,2,12
42,154,2,64
42,79,2,24
42,855,2,26
42,916,2,13
42,935,2,24
42,877,3,36
42,1050,4,3
42,59,4,5
42,1685,4,8
42,20,4,112
42,527,4,25
42,1816,4,5
42,841,6,0
42,1889,6,0
42,33,6,0
42,457,6,0
42,1735,6,0
42,196,6,0
42,205,6,0
42,1836,6,0
42,876,6,0
42,6,6,0
43,1535,2,37
43,223,2,153
43,813,2,291
43,136,6,0
44,530,2,46
44,232,2,70
44,1575,2,25
44,1,2,26
44,1535,2,37
44,226,2,13
44,120,2,26
44,121,2,51
44,245,2,43
44,934,2,26
44,1889,2,24
44,145,2,26
44,33,2,25
44,1887,2,24
44,19,2,74
44,20,2,220
44,30,2,26
44,853,2,26
44,205,2,26
44,339,2,13
44,849,2,14
44,6,2,26
44,392,2,112
44,66,3,7
44,223,3,0
44,71,3,1
44,918,3,6
44,16,3,1
44,249,3,80
44,467,3,0
44,1210,3,1
44,721,3,2
44,210,3,30
44,45,3,1
44,355,3,5
44,177,3,1
44,1195,3,7
44,269,4,3
44,59,4,1
44,1818,4,1
44,356,4,3
44,1735,4,10
44,477,6,0
44,68,6,0
44,889,6,0
44,790,6,0
44,1858,6,0
44,387,6,0
44,1852,6,0
44,136,6,0
44,160,6,0
44,1530,6,0
44,486,6,0
44,1088,6,0
44,323,6,0
44,569,6,0
44,457,6,0
44,877,6,0
44,490,6,0
44,400,6,0
44,440,6,0
44,26,6,0
44,202,6,0
44,861,6,0
45,853,1,4
45,1535,2,37
45,918,2,201
45,30,2,26
45,269,3,8
45,120,3,5
45,1735,3,1
45,1,6,1
45,356,6,0
45,147,6,0
45,97,6,0
45,1887,6,0
45,457,6,0
45,584,6,0
46,1818,1,0
46,934,1,13
46,237,1,27
46,1735,1,419
46,205,1,0
46,57,2,26
46,889,2,12
46,269,2,366
46,1575,2,25
46,1535,2,37
46,226,2,13
46,356,2,24
46,121,2,51
46,384,2,13
46,395,2,13
46,33,2,25
46,147,2,14
46,30,2,26
46,1699,2,24
46,355,2,24
46,1559,2,50
46,849,2,14
47,1470,1,0
47,1,1,5
47,1482,1,7
47,123,1,0
47,1592,1,0
47,185,1,0
47,940,1,0
47,469,1,0
47,1604,1,0
47,147,1,0
47,237,1,35
47,251,1,0
47,1412,1,0
47,1088,1,0
47,1722,1,0
47,329,1,0
47,400,1,0
47,397,1,0
47,889,2,12
47,1519,2,12
47,1536,2,26
47,59,2,26
47,223,2,153
47,345,2,12
47,1250,2,26
47,71,2,24
47,73,2,13
47,121,2,51
47,587,2,6
47,1530,2,24
47,33,2,25
47,189,2,24
47,330,2,13
47,20,2,220
47,1735,2,500
47,195,2,12
47,853,2,26
47,325,2,25
47,527,2,276
47,205,2,26
47,355,2,24
47,1559,2,50
47,79,2,24
47,390,2,26
47,6,2,26
47,1195,2,13
47,1840,2,12
47,269,3,63
47,1535,3,7
47,813,3,180
47,74,3,0
47,245,3,1
47,263,3,54
47,249,3,0
47,153,3,0
47,1486,3,0
47,435,3,0
47,157,3,0
47,334,3,16
47,457,3,0
47,877,3,26
47,165,3,9
47,45,3,8
47,957,3,19
47,534,3,0
47,177,3,0
47,202,3,0
47,857,4,7
47,50,6,0
47,53,6,0
47,150,6,0
47,232,6,0
47,1818,6,0
47,1575,6,0
47,225,6,0
47,226,6,0
47,15,6,0
47,356,6,0
47,120,6,0
47,72,6,0
47,918,6,0
47,16,6,0
47,270,6,0
47,967,6,0
47,145,6,0
47,1579,6,0
47,634,6,0
47,1453,6,0
47,158,6,0
47,90,6,0
47,19,6,0
47,30,6,0
47,1210,6,0
47,584,6,0
47,272,6,0
47,196,6,0
47,322,6,0
47,163,6,0
47,1699,6,0
47,24,6,0
47,167,6,0
47,440,6,0
47,170,6,0
47,855,6,0
47,849,6,0
47,182,6,0
47,392,6,0
48,121,1,51
48,1530,1,3
48,1735,1,249
48,45,1,80
48,101,2,13
48,1535,2,37
48,225,2,64
48,813,2,291
48,330,2,13
48,877,2,47
48,20,2,220
48,853,2,26
48,1482,4,0
49,68,1,1
49,1,1,13
49,918,1,5
49,1887,1,1
49,889,2,12
49,1519,2,12
49,1818,2,26
49,1575,2,25
49,1535,2,37
49,223,2,153
49,813,2,291
49,245,2,43
49,20,2,220
49,1735,2,500
49,205,2,26
49,269,4,4
49,1604,4,5
49,790,6,0
49,387,6,0
49,270,6,0
49,934,6,0
49,849,6,0
50,1,1,12
50,205,1,7
50,232,2,70
50,1535,2,37
50,790,2,23
50,918,2,201
50,245,2,43
50,249,2,167
50,877,2,47
50,20,2,220
50,1735,2,500
50,853,2,26
50,721,2,38
50,1210,3,0
50,30,6,0
51,269,1,366
51,270,1,0
51,20,1,10
51,527,1,12
51,481,1,154
51,68,2,23
51,1575,2,3
51,1535,2,37
51,120,2,26
51,853,2,26
51,530,3,11
51,249,3,8
51,482,3,156
51,121,4,20
52,477,1,4
52,889,1,6
52,185,1,9
52,1565,1,23
52,339,1,3
52,26,1,3
52,306,2,13
52,101,2,13
52,66,2,26
52,1575,2,25
52,1535,2,37
52,121,2,51
52,240,2,12
52,387,2,13
52,1852,2,12
52,934,2,26
52,1889,2,24
52,488,2,12
52,1530,2,24
52,667,2,12
52,486,2,13
